"cue","lemma","n"
"dish","tin",1
"dish","towel",1
"dish","tupperware",1
"dish","tv",2
"dish","type",4
"dish","use",26
"dish","usually",8
"dish","utensil",2
"dish","variety",4
"dish","verb",1
"dish","vessel",1
"dish","ware",2
"dish","wash",5
"dish","washer",3
"dish","watch",1
"dish","water",2
"dish","white",3
"dish","wood",2
"dish","worship",1
"display","accomplish",1
"display","act",2
"display","action",1
"display","advertisement",1
"display","aesthetically",1
"display","appeal",1
"display","arrangement",2
"display","artistic",1
"display","attention",3
"display","billboard",1
"display","camera",1
"display","can",3
"display","case",1
"display","center",1
"display","computer",2
"display","decorative",1
"display","demonstrate",1
"display","display",2
"display","dramatic",1
"display","draw",1
"display","easily",1
"display","everyone",1
"display","exhibition",2
"display","exposure",1
"display","floral",1
"display","glass",1
"display","grocery",2
"display","hold",1
"display","information",1
"display","item",4
"display","make",3
"display","maximize",1
"display","mean",1
"display","null",1
"display","often",1
"display","oneself",1
"display","open",1
"display","people",2
"display","person",1
"display","picture",1
"display","place",2
"display","plan",1
"display","please",1
"display","present",1
"display","presentation",2
"display","product",2
"display","prominent",1
"display","public",1
"display","put",4
"display","rack",1
"display","reading",1
"display","reveal",1
"display","sale",2
"display","screen",2
"display","see",5
"display","set",1
"display","shelf",1
"display","shop",1
"display","show",21
"display","showcase",3
"display","showing off",1
"display","something",8
"display","splash",1
"display","splendor",1
"display","splurge",1
"display","spotlight",1
"display","spread",1
"display","store",2
"display","storefront",1
"display","table",1
"display","think",1
"display","type",1
"display","unfold",1
"display","use",1
"display","valuable",1
"display","vanity",1
"display","view",1
"display","visible",1
"display","visual",1
"display","visually",1
"display","way",1
"display","window",1
"display","work",1
"doll","1",1
"doll","2",1
"doll","3",1
"doll","able",1
"doll","accessory",1
"doll","action",3
"doll","adorable",2
"doll","american",1
"doll","animal",2
"doll","antique",1
"doll","arm",1
"doll","asian",1
"doll","associate",1
"doll","awl",1
"doll","baby",14
"doll","barbie",25
"doll","barby",2
"doll","batman",1
"doll","beach",1
"doll","black",2
"doll","blink",1
"doll","blonde",3
"doll","blow",1
"doll","body",1
"doll","bottle",1
"doll","brat",1
"doll","break",1
"doll","cabbage",1
"doll","calm",1
"doll","can",2
"doll","car",2
"doll","character",1
"doll","child",10
"doll","childhood",2
"doll","chuck",1
"doll","chuckle",1
"doll","cloth",2
"doll","clothes",7
"doll","collect",1
"doll","collectible",2
"doll","comb",1
"doll","comfort",1
"doll","companion",1
"doll","cotton",1
"doll","creation",1
"doll","creepy",1
"doll","cry",1
"doll","cuddle",1
"doll","cute",3
"doll","depend",1
"doll","diaper",2
"doll","doll",11
"doll","dress",16
"doll","dress up",1
"doll","earring",1
"doll","easily",1
"doll","entertain",1
"doll","entertainment",1
"doll","expansion",1
"doll","eye",2
"doll","fabric",1
"doll","fake",4
"doll","fall",1
"doll","feature",1
"doll","female",1
"doll","fiber",1
"doll","figure",3
"doll","film",1
"doll","fragile",2
"doll","friend",2
"doll","fun",3
"doll","functional",1
"doll","g",1
"doll","g i",1
"doll","gi",1
"doll","gift",1
"doll","girl",45
"doll","girly",3
"doll","hair",13
"doll","happy",1
"doll","hard",1
"doll","hispanic",1
"doll","home",1
"doll","horror",1
"doll","house",4
"doll","human",2
"doll","imagination",1
"doll","imitation",1
"doll","inanimate",1
"doll","item",1
"doll","joe",3
"doll","ken",7
"doll","kid",2
"doll","large",1
"doll","leg",1
"doll","like",3
"doll","little",18
"doll","living",1
"doll","long",3
"doll","look",1
"doll","love",1
"doll","make",7
"doll","makeup",1
"doll","malibu",1
"doll","man",1
"doll","mannequin",1
"doll","mart",1
"doll","material",1
"doll","memory",1
"doll","minaret",1
"doll","mini",2
"doll","miniature",4
"doll","mom",1
"doll","movable",1
"doll","move",1
"doll","nail",1
"doll","name",1
"doll","new",1
"doll","nick",1
"doll","null",1
"doll","object",1
"doll","outfits",1
"doll","past",1
"doll","patch",1
"doll","people",2
"doll","perfect",2
"doll","person",4
"doll","pink",2
"doll","plastic",12
"doll","play",22
"doll","playful",1
"doll","playhouse",1
"doll","plush",1
"doll","ply",1
"doll","pocket",1
"doll","polly",1
"doll","porcelain",2
"doll","portray",2
"doll","pretty",9
"doll","rag",3
"doll","real",2
"doll","replica",2
"doll","rubber",1
"doll","s",2
"doll","scary",2
"doll","section",1
"doll","shoe",1
"doll","simulate",1
"doll","sister",1
"doll","skirt",1
"doll","sleep",1
"doll","small",5
"doll","smile",1
"doll","soft",3
"doll","something",2
"doll","spider",1
"doll","stoop",1
"doll","store",1
"doll","story",1
"doll","stuff",1
"doll","t",1
"doll","thatch",1
"doll","thing",1
"doll","toy",36
"doll","unblinking",1
"doll","use",2
"doll","usually",4
"doll","valuable",1
"doll","various",1
"doll","wear",4
"doll","weird",1
"doll","white",3
"doll","young",2
"dolphin","air",3
"dolphin","also",1
"dolphin","always",1
"dolphin","animal",17
"dolphin","attention",1
"dolphin","bark",1
"dolphin","beak",1
"dolphin","beautiful",3
"dolphin","big",1
"dolphin","birth",1
"dolphin","blow",2
"dolphin","blue",6
"dolphin","body",1
"dolphin","bomb",1
"dolphin","bottle",2
"dolphin","breathe",1
"dolphin","can",11
"dolphin","cancun",1
"dolphin","click",1
"dolphin","communicate",1
"dolphin","compare",1
"dolphin","creature",1
"dolphin","cute",5
"dolphin","dan",1
"dolphin","disney",1
"dolphin","dorsal",4
"dolphin","dwelling",1
"dolphin","eat",4
"dolphin","eats",2
"dolphin","energetic",1
"dolphin","entertainment",1
"dolphin","eye",1
"dolphin","family",1
"dolphin","fast",3
"dolphin","fin",18
"dolphin","find",2
"dolphin","fish",19
"dolphin","flip",1
"dolphin","flipper",4
"dolphin","florida",2
"dolphin","football",1
"dolphin","friendly",5
"dolphin","fun",4
"dolphin","get",1
"dolphin","gill",1
"dolphin","glide",1
"dolphin","graceful",1
"dolphin","gray",5
"dolphin","grey",5
"dolphin","happy",3
"dolphin","high",1
"dolphin","hole",2
"dolphin","hope",1
"dolphin","human",1
"dolphin","int",1
"dolphin","intelligent",6
"dolphin","jump",8
"dolphin","leathery",1
"dolphin","life",9
"dolphin","likable",1
"dolphin","little",1
"dolphin","live",10
"dolphin","loud",1
"dolphin","love",2
"dolphin","make",2
"dolphin","mama",3
"dolphin","mammal",25
"dolphin","manual",1
"dolphin","marine",1
"dolphin","mate",1
"dolphin","miami",1
"dolphin","military",1
"dolphin","mirror",1
"dolphin","mouth",1
"dolphin","mysterious",1
"dolphin","nice",3
"dolphin","noise",1
"dolphin","noisy",1
"dolphin","nose",3
"dolphin","null",1
"dolphin","ocean",36
"dolphin","people",3
"dolphin","pet",1
"dolphin","playful",1
"dolphin","pleasure",1
"dolphin","pod",2
"dolphin","pointed",1
"dolphin","pointy",1
"dolphin","porpoise",1
"dolphin","predator",1
"dolphin","promethium",1
"dolphin","protect",1
"dolphin","protection",1
"dolphin","protective",1
"dolphin","quick",1
"dolphin","recognize",1
"dolphin","river",1
"dolphin","salt",2
"dolphin","sand",1
"dolphin","save",1
"dolphin","sea",10
"dolphin","see",1
"dolphin","shark",2
"dolphin","shiny",1
"dolphin","show",1
"dolphin","silky",1
"dolphin","skin",2
"dolphin","sleek",2
"dolphin","slick",3
"dolphin","slimy",3
"dolphin","smart",14
"dolphin","smooth",4
"dolphin","snout",4
"dolphin","speak",1
"dolphin","spout",1
"dolphin","squeaky",1
"dolphin","strictly",1
"dolphin","strong",1
"dolphin","swim",14
"dolphin","swimmer",1
"dolphin","swimming",2
"dolphin","tail",4
"dolphin","texture",1
"dolphin","train",5
"dolphin","trick",4
"dolphin","underwater",2
"dolphin","use",2
"dolphin","walt",1
"dolphin","water",20
"dolphin","wet",4
"dolphin","whale",1
"dolphin","whistle",1
"dolphin","white",1
"dolphin","world",9
"door","access",3
"door","air",1
"door","allow",3
"door","aluminum",2
"door","another",5
"door","anyone",1
"door","area",2
"door","around",1
"door","automatic",1
"door","band",1
"door","bar",2
"door","barrier",2
"door","behind",1
"door","beyond",1
"door","big",1
"door","block",4
"door","blockade",1
"door","board",1
"door","break",1
"door","brown",3
"door","building",6
"door","buy",1
"door","can",33
"door","car",2
"door","cardboard",1
"door","center",1
"door","close",27
"door","closed",2
"door","closing",1
"door","closure",1
"door","cloth",1
"door","color",2
"door","come",1
"door","commonplace",1
"door","connect",2
"door","connection",1
"door","consider",1
"door","contain",1
"door","create",1
"door","criminal",1
"door","decorative",2
"door","deny",1
"door","desire",1
"door","deterrent",1
"door","different",1
"door","divide",1
"door","don",1
"door","door",17
"door","doorbell",1
"door","doorknob",1
"door","doorway",3
"door","either",1
"door","element",1
"door","else",1
"door","elsewhere",1
"door","enable",1
"door","enclose",1
"door","enter",3
"door","entrance",10
"door","entry",3
"door","entryway",1
"door","etc",2
"door","every",1
"door","exit",5
"door","expensive",1
"door","fate",1
"door","find",1
"door","flat",1
"door","front",1
"door","gateway",3
"door","get",4
"door","give",1
"door","glass",9
"door","go",6
"door","greet",1
"door","handle",12
"door","hang",1
"door","hard",5
"door","heavy",3
"door","helpful",1
"door","hide",2
"door","hinge",7
"door","hold",1
"door","hole",2
"door","home",2
"door","house",6
"door","hunk",1
"door","indoors",1
"door","inside",5
"door","keep",7
"door","key",3
"door","keypad",1
"door","knob",19
"door","knock",1
"door","know",1
"door","latch",2
"door","lead",2
"door","leave",1
"door","let",2
"door","life",1
"door","light",1
"door","location",1
"door","lock",15
"door","lockable",1
"door","loud",1
"door","main",1
"door","make",25
"door","manuel",1
"door","many",3
"door","material",2
"door","may",1
"door","mean",2
"door","medal",1
"door","metal",10
"door","movement",1
"door","need",1
"door","new",2
"door","normally",1
"door","null",1
"door","object",2
"door","one",6
"door","open",38
"door","opening",8
"door","opportunity",2
"door","optional",1
"door","outdoors",2
"door","outside",3
"door","part",1
"door","pass",1
"door","passage",3
"door","passageway",1
"door","peep",2
"door","people",5
"door","permit",1
"door","personal",1
"door","piece",1
"door","place",2
"door","plastic",2
"door","portal",3
"door","prevent",1
"door","privacy",7
"door","protect",2
"door","protection",2
"door","provide",1
"door","pull",1
"door","push",1
"door","quiet",1
"door","rail",1
"door","rectangle",4
"door","rectangular",3
"door","revolve",1
"door","right",1
"door","room",16
"door","s",1
"door","safety",1
"door","screen",2
"door","screw",1
"door","secure",2
"door","security",1
"door","separate",2
"door","separates",1
"door","separator",1
"door","shape",1
"door","shut",7
"door","side",2
"door","sign",1
"door","size",1
"door","slam",4
"door","slide",4
"door","smooth",1
"door","solid",4
"door","something",1
"door","sometimes",6
"door","somewhere",3
"door","sort",1
"door","space",2
"door","statement",1
"door","status",1
"door","steel",1
"door","storm",1
"door","strong",1
"door","structure",2
"door","stuck",1
"door","sturdy",1
"door","style",1
"door","substance",1
"door","swing",2
"door","symbol",1
"door","t",1
"door","tall",4
"door","taste",1
"door","thick",1
"door","thing",4
"door","time",1
"door","transition",1
"door","travel",1
"door","trim",1
"door","two",3
"door","type",1
"door","typically",1
"door","unblocked",1
"door","unlock",4
"door","use",11
"door","usually",11
"door","walk",2
"door","wall",2
"door","want",2
"door","way",11
"door","wide",1
"door","window",7
"door","wood",32
"door","wooden",10
"door","world",1
"dragon","air",1
"dragon","also",1
"dragon","animal",4
"dragon","armor",1
"dragon","associate",1
"dragon","basilisk",1
"dragon","beast",5
"dragon","beneficent",1
"dragon","big",2
"dragon","bird",1
"dragon","breath",3
"dragon","breathe",10
"dragon","breather",1
"dragon","breathing",1
"dragon","can",1
"dragon","capable",1
"dragon","chaos",1
"dragon","chinese",2
"dragon","claw",2
"dragon","creature",12
"dragon","damsel",1
"dragon","danger",1
"dragon","dinosaur",1
"dragon","distress",1
"dragon","dragon",3
"dragon","east",1
"dragon","eat",2
"dragon","european",1
"dragon","evil",1
"dragon","fang",1
"dragon","fantasy",1
"dragon","far",1
"dragon","fear",1
"dragon","feature",1
"dragon","fertility",1
"dragon","fiction",1
"dragon","fictional",1
"dragon","figure",1
"dragon","fire",17
"dragon","fire breath",1
"dragon","fire breathing",3
"dragon","flame",1
"dragon","fly",5
"dragon","foxy",1
"dragon","giant",2
"dragon","guard",2
"dragon","heaven",1
"dragon","huge",1
"dragon","hunt",1
"dragon","hydra",1
"dragon","knight",2
"dragon","large",4
"dragon","legend",1
"dragon","like",5
"dragon","lizard",6
"dragon","long",1
"dragon","look",3
"dragon","mad",1
"dragon","magnificent",1
"dragon","man",1
"dragon","medieval",1
"dragon","menace",1
"dragon","mix",1
"dragon","monster",6
"dragon","myth",1
"dragon","mythic",1
"dragon","mythical",12
"dragon","new",1
"dragon","null",1
"dragon","often",2
"dragon","people",1
"dragon","person",1
"dragon","portray",1
"dragon","princess",2
"dragon","real",1
"dragon","red",1
"dragon","reptile",4
"dragon","reptile like",1
"dragon","reptilian",4
"dragon","say",1
"dragon","scale",6
"dragon","scaly",4
"dragon","scary",1
"dragon","sea",1
"dragon","shine",1
"dragon","skin",1
"dragon","slay",1
"dragon","slayed",1
"dragon","snake",2
"dragon","snakelike",1
"dragon","something especially",1
"dragon","sort",1
"dragon","spiked",1
"dragon","steal",2
"dragon","story",1
"dragon","symbol",1
"dragon","symbolize",1
"dragon","tail",1
"dragon","tall",1
"dragon","tarragon",1
"dragon","tend",1
"dragon","termagant",1
"dragon","terrifying",1
"dragon","threat",1
"dragon","tower in",1
"dragon","tradition",1
"dragon","treasure",1
"dragon","typically",1
"dragon","usually",4
"dragon","vernier",1
"dragon","virago",1
"dragon","water",1
"dragon","whereas",1
"dragon","wing",10
"dragon","year",1
"dress","apparel",1
"dress","article",5
"dress","articular",1
"dress","attire",3
"dress","ball",1
"dress","beautiful",1
"dress","black",3
"dress","blouse",1
"dress","body",2
"dress","boring",1
"dress","bottom",1
"dress","bridesmaid",1
"dress","bright",1
"dress","can",6
"dress","casual",1
"dress","christmas",1
"dress","church",1
"dress","classy",1
"dress","closet",1
"dress","cloth",4
"dress","clothe",4
"dress","clothes",8
"dress","clothing",15
"dress","color",4
"dress","colorful",3
"dress","costume",1
"dress","cotton",1
"dress","cover",2
"dress","cross dresser",1
"dress","cute",3
"dress","dance",4
"dress","dancing",1
"dress","date",1
"dress","different",3
"dress","dinner",2
"dress","dress",6
"dress","dress up",1
"dress","easter",1
"dress","elegant",2
"dress","else",1
"dress","event",2
"dress","fabric",1
"dress","fan",1
"dress","fancy",8
"dress","female",5
"dress","feminine",3
"dress","find",1
"dress","flow",5
"dress","flower",1
"dress","formal",6
"dress","fun",1
"dress","get",1
"dress","girl",19
"dress","hang",1
"dress","heart",1
"dress","heel",1
"dress","homecoming",1
"dress","important",1
"dress","initiation",1
"dress","interview",1
"dress","item",1
"dress","laughter",1
"dress","length",3
"dress","little",1
"dress","long",20
"dress","look",2
"dress","mainly",1
"dress","make",5
"dress","many",2
"dress","material",3
"dress","medium",1
"dress","meeting",1
"dress","morning",1
"dress","mostly",2
"dress","nice",7
"dress","nit",1
"dress","normally",1
"dress","null",1
"dress","occasion",8
"dress","one",4
"dress","outside",1
"dress","pace",1
"dress","pant",2
"dress","party",6
"dress","pattern",1
"dress","person",1
"dress","piece",4
"dress","pink",1
"dress","place",1
"dress","plain",1
"dress","pretty",11
"dress","princess",1
"dress","prom",8
"dress","put",3
"dress","red",1
"dress","s",2
"dress","sexy",1
"dress","shirt",1
"dress","shopping",1
"dress","short",15
"dress","silk",2
"dress","skirt",2
"dress","soft",1
"dress","somebody",1
"dress","something",3
"dress","sort",1
"dress","sparkly",1
"dress","special",4
"dress","store",1
"dress","strapless",1
"dress","summer",4
"dress","sundress",1
"dress","sweet",1
"dress","traditionally",1
"dress","tulle",1
"dress","turkey",1
"dress","tuxes",1
"dress","type",1
"dress","typically",1
"dress","underwear",1
"dress","use",2
"dress","usually",4
"dress","various",1
"dress","want",1
"dress","warm",1
"dress","wear",21
"dress","wed",1
"dress","wedding",6
"dress","white",3
"dress","woman",13
"dress","worn",1
"drug","abuse",7
"drug","abused",1
"drug","acid",1
"drug","addict",2
"drug","addiction",3
"drug","addictive",3
"drug","aid",1
"drug","alcohol",4
"drug","alter",2
"drug","amount",1
"drug","amphetamine",1
"drug","antibiotic",2
"drug","antibody",1
"drug","bacterium",1
"drug","bad",7
"drug","body",2
"drug","boy",1
"drug","brain",1
"drug","bring",1
"drug","caffeine",1
"drug","can",15
"drug","catch",1
"drug","cause",1
"drug","change",1
"drug","chemical",1
"drug","cigarette",1
"drug","cocaine",6
"drug","codeine",1
"drug","coke",1
"drug","colorful",1
"drug","connotation",1
"drug","consume",2
"drug","context",1
"drug","control",1
"drug","controversial",1
"drug","cop",1
"drug","costly",1
"drug","counter",3
"drug","crack",2
"drug","crime",1
"drug","criminal",2
"drug","damage",1
"drug","dangerous",4
"drug","dealer",2
"drug","death",4
"drug","despite",1
"drug","destruction",1
"drug","different",2
"drug","disease",1
"drug","disgusting",1
"drug","distribute",1
"drug","doctor",8
"drug","dose",1
"drug","drowsy",1
"drug","drug",7
"drug","drugstore",1
"drug","ecstasy",1
"drug","effect",1
"drug","either",2
"drug","enzyme",1
"drug","euphoria",1
"drug","expensive",2
"drug","feel",4
"drug","fix",1
"drug","fulfillment",1
"drug","gab",1
"drug","give",1
"drug","good",8
"drug","harm",1
"drug","harmful",2
"drug","heal",2
"drug","healthy",2
"drug","help",3
"drug","helpful",5
"drug","heroin",3
"drug","heroine",1
"drug","high",3
"drug","hospital",1
"drug","hurt",1
"drug","illegal",14
"drug","illness",1
"drug","immunity",1
